name,url_name,Birth Date,Death Date,Birth place,Death place,Nationality,Art Movement,Genre,Field,Influenced by,Influenced on,Wikipedia,Painting School,Official site,Friends and Co-workers,Family and Relatives,Pupils,Teachers,Art institution
Boris Grigoriev,boris-grigoriev,"July 11, 1886",7-Feb-39,"Rybinsk, Russian Federation","Cagnes-sur-Mer, France",Russian,Expressionism,,painting|graphics,,,https://en.wikipedia.org/wiki/Boris_Grigoriev,,,,,Zoe Lerman,,
Frederick Varley,frederick-varley,"January 2, 1881",8-Sep-69,"Sheffield, United Kingdom","Toronto, Canada",Canadians,,portrait|landscape,,,,https://en.wikipedia.org/wiki/Frederick_Varley,Group of Seven,,,,,,"Royal Academy of Fine Arts, Antwerp, Belgium"
Thalia Flora-Karavia,thalia-flora-karavia,1871,1960,"Siatista, Greece","Athens, Greece",Greek,Impressionism|Expressionism,portrait|landscape,painting|illustration,,,https://en.wikipedia.org/wiki/Thalia_Flora-Karavia,Munich School (Σχολή του Μονάχου),,,,,,
Nikolaos Lytras,nikolaos-lytras,"May 10, 1883",1927,"Athens , Greece","Athens, Greece",Greek,Expressionism,,painting,,,https://en.wikipedia.org/wiki/Nikolaos_Lytras,Art (Τέχνη),,,,,,
Heinrich Campendonk,heinrich-campendonk,"November 3, 1889",9-May-57,"Krefeld, Germany","Amsterdam, Netherlands",German,Expressionism,,painting|printmaking|illustration,,,https://en.wikipedia.org/wiki/Heinrich_Campendonk,"Der Blaue Reiter (The Blue Rider)|Degenerate art (exhibition, held by the Nazis in Munich in 1937, named to inflame public opinion against modernism)",,,,,,
Chaim Soutine,chaim-soutine,"January 13, 1893",9-Aug-43,"Smilavichy, Belarus","Paris, France",Jewish|Belarusian|Russian,Expressionism,,painting,Rembrandt|Francisco Goya|Gustave Courbet|Henri Matisse|Paul Cezanne,Marc Chagall|Jean Dubuffet|Jackson Pollock|Willem de Kooning|Francis Bacon|Michel Kikoine,https://en.wikipedia.org/wiki/Chaim_Soutine,École de Paris|La Ruche,,Amedeo Modigliani|Michel Kikoine|Pinchus Kremegne,,,,"École des Beaux-Arts, Paris, France|Vilnius Academy of Arts, Vilnius, Lithuania"
Jeanne Hébuterne,jeanne-hebuterne,"April 6, 1898",25-Jan-20,"Paris, France","Paris, France",French,Expressionism,,painting,,,https://en.wikipedia.org/wiki/Jeanne_H%C3%A9buterne,,,,Amedeo Modigliani,,,
Bruno Schulz,bruno-schulz,"July 12, 1892",19-Nov-42,"Drogobych, Ukraine","Drogobych, Ukraine",Polish|Jewish|Ukrainian,Expressionism,,painting,,,https://en.wikipedia.org/wiki/Bruno_Schulz,,,,,,,
Jean Dubuffet,jean-dubuffet,31-Jul-01,12-May-85,"Le Havre, France","Paris, France",French,Haute Pâte (Matter Painting)|Outsider art (Art brut),,painting|sculpture,Chaim Soutine|Paul Klee,Cy Twombly|Karel Appel|Dana Schutz,https://en.wikipedia.org/wiki/Jean_Dubuffet,École de Paris,,Lee Miller,,,,
Spyros Papaloukas,spyros-papaloukas,1892,1957,,,Greek,Expressionism,,,,,,The Generation of the Thirties|Art (Τέχνη),,,,,,
Max Gubler,max-gubler,"May 26, 1898",29-Jul-73,"Zürich, Switzerland","Zürich, Switzerland",Swiss,Post-Impressionism|Expressionism,landscape,painting,Expressionism,,https://en.wikipedia.org/wiki/Max_Gubler,,,,,,,
Arthur Lismer,arthur-lismer,"June 27, 1885",23-Mar-69,"Sheffield, United Kingdom","Montreal, Canada",British|Canadian,Art Nouveau|Expressionism|Modernism,,painting,Barbizon school|Post-Impressionism,,https://en.wikipedia.org/wiki/Arthur_Lismer,Group of Seven,,,,,,"Royal Academy of Fine Arts, Antwerp, Belgium"
Johannes Sveinsson Kjarval,johannes-sveinsson-kjarval,"October 15, 1885",13-Apr-72,,,Icelandic,Expressionism|Cubism,,painting,,,https://en.wikipedia.org/wiki/J%C3%B3hannes_Sveinsson_Kjarval,,,,,,,
Mily Possoz,mily-possoz,"December 4, 1888",17-Jun-68,"Caldas da Rainha, Portugal","Lisbon, Portugal",Portuguese,Modernismo,,painting,,,https://pt.wikipedia.org/wiki/Mily_Possoz,,,,,,,
Hovhannes Zardaryan,hovhannes-zardaryan,8-Jan-18,,,,Armenian,Realism|Expressionism,genre painting|landscape,painting|drawing,,,,,,,,,,
Laszlo Moholy-Nagy,laszlo-moholy-nagy,"July 20, 1895",24-Nov-46,"Bácsborsód, Hungary","Chicago, United States",Hungarian,Constructivism,,painting|photography,Man Ray,,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Moholy-Nagy,"Bauhaus|Degenerate art (exhibition, held by the Nazis in Munich in 1937, named to inflame public opinion against modernism)",,Kazimir Malevich,,György Kepes,,
Kurt Schwitters,kurt-schwitters,"June 20, 1887",8-Jan-48,"Hanover, Germany","Kendal, United Kingdom",German,Dada,installation|performance,painting|sculpture|design|installation|collage,,Jessica Stockholder|Fernando García Ponce,https://en.wikipedia.org/wiki/Kurt_Schwitters,"Abstraction-Création|Degenerate art (exhibition, held by the Nazis in Munich in 1937, named to inflame public opinion against modernism)",,,,,,
George Luks,george-luks,"August 13, 1867",29-Oct-33,"Williamsport, Pennsylvania, United States","New York, New York, United States",American,New Realism (American Realism),,,,,https://en.wikipedia.org/wiki/George_Luks,Eight|Ashcan School,,Robert Henri,,Theodore Roszak,Thomas Eakins,
Ottone Rosai,ottone-rosai,1895,1957,"Florence, Italy","Ivrea (Turin), Italy",Italian,Expressionism|Futurism,,painting,,,https://en.wikipedia.org/wiki/Ottone_Rosai,Lacerba,,,,,,
Sirak Skitnik,sirak-skitnik,"November 22, 1883",5-Mar-43,"Sliven, Bulgaria","Sofia, Bulgaria",Bulgarian,Expressionism|Modernism,,painting,Nicholas Roerich|Ivan Bilibin|Kuzma Petrov-Vodkin,,https://bg.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B0%D0%BA_%D0%A1%D0%BA%D0%B8%D1%82%D0%BD%D0%B8%D0%BA,Mir Iskusstva (World of Art),,,,,Leon Bakst,
Istvan Farkas,istvan-farkas,1887,1944,,,Hungarian,Expressionism,,painting,,,https://en.wikipedia.org/wiki/Istv%C3%A1n_Farkas_(painter),École de Paris,,,,,,
Vasyl Sedlyar,vasyl-sedlyar,"April 12, 1899",13-Jul-37,Ukraine,"Kyiv, Ukraine",Ukrainian,Expressionism,,painting|printmaking|design|illustration,,,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B4%D0%BB%D1%8F%D1%80,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%A2%D0%B5%D0%BE%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Executed Renaissance|Boychukists,,,,,Mykhailo Boychuk,"Kyiv Art School, Kyiv, Ukraine"
Alexis Gritchenko,alexis-gritchenko,"April 2, 1883",28-Jan-77,"Krolevets, Ukraine","Vence, France",Ukrainian,Expressionism,,painting|art theory,,,https://en.wikipedia.org/wiki/Alexis_Gritchenko,,,,,,,
Vilmos Aba-Novak,vilmos-aba-novak,"March 15, 1894",29-Sep-41,"Budapest, Hungary",Hungary,Hungarian,Expressionism,,painting|fresco|graphics,,,https://en.wikipedia.org/wiki/Vilmos_Aba-Nov%C3%A1k,,,,,,,
Irma Stern,irma-stern,1894,23-Aug-66,"Schweizer-Reneke, Transvaal, South Africa","Cape Town, South Africa",South African,Post-Impressionism|Expressionism,,painting,,,https://en.wikipedia.org/wiki/Irma_Stern,,,,,,,
Raquel Forner,raquel-forner,1902,,"Buenos Aires, Argentina",,Argentinean,,,,,,http://forner-bigatti.com.ar/,Grupo de Florida (Florida group),forner-bigatti.com.ar,,,,,
Jo Baer,jo-baer,7-Aug-29,,"Seattle, Washington, United States",,American|Jewish,Minimalism,abstract|installation,painting,,,https://en.wikipedia.org/wiki/Jo_Baer,,jobaer.net,,,,,
Isidore Isou,isidore-isou,31-Jan-25,28-Jul-07,"Botoșani, Romania","Paris, France",French|Jewish|Romanian,Lettrism,,painting|art theory|drawing|installation,,,https://en.wikipedia.org/wiki/Isidore_Isou,,,,,,,
Jacques Villeglé,jacques-villegle,1926,,"Quimper, Brittany, France",,French,Lettrism|Nouveau Réalisme,,collage,,,https://en.wikipedia.org/wiki/Jacques_de_la_Villegl%C3%A9,,,,,,,
Mira Schendel,mira-schendel,7-Jun-19,24-Jul-88,"Zurich, Switzerland","São Paulo, Brazil",Swiss|Brazilian,Neo-Concretism|Minimalism|Abstract Art,installation|abstract,painting|installation|sculpture|collage,,,https://en.wikipedia.org/wiki/Mira_Schendel,,,,,,,
Joao Vieira,joao-vieira,4-Oct-34,15-Sep-09,"Vidago, Portugal","Lisbon, Portugal",Portuguese,Lettrism,,painting,,,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Rodrigues_Vieira,,,,,,,
Cassius Marcellus Coolidge,cassius-marcellus-coolidge,"September 18, 1844",13-Jan-34,"Antwerp, United States","Staten Island, United States",American,Kitsch,,painting|illustration,,,https://en.wikipedia.org/wiki/Cassius_Marcellus_Coolidge,,,,,,,
Harrison Fisher,harrison-fisher,"July 27, 1875",19-Jan-34,"Brooklyn, New York City, United States",,American,Kitsch,,illustration,,,https://en.wikipedia.org/wiki/Harrison_Fisher,,,,,,,
Alberto Vargas,alberto-vargas,"February 9, 1896",30-Dec-82,"Peru, Republic of","Los Angeles, California, United States",Peruvian,Kitsch,pin-up|nude painting (nu),painting,,,https://en.wikipedia.org/wiki/Alberto_Vargas,,,,,,,
Mahmoud Farshchian,mahmoud-farshchian,24-Jan-30,,"Iran, Islamic Republic of",,Iranian,Kitsch,,painting,,,https://en.wikipedia.org/wiki/Mahmoud_Farshchian,,,,,,,
Arno Breker,arno-breker,19-Jul-00,13-Feb-91,"Elberfeld, now a part of Wuppertal, Germany","Düsseldorf, Germany",German,Neoclassicism|Kitsch,sculpture,sculpture|drawing,,,https://en.wikipedia.org/wiki/Arno_Breker,,,,,,,
Nelson Shanks,nelson-shanks,1937,,"Rochester, New York, United States",,American,Classical Realism|Kitsch,,painting,,,https://en.wikipedia.org/wiki/Nelson_Shanks,,www.nelsonshanks.com,,,,,
Vladimir Tretchikoff,vladimir-tretchikoff,26-Dec-13,26-Aug-06,"Petropavl / Petropavlovsk, Kazakhstan","Cape Town, South Africa",Russian,Kitsch,portrait,painting,Paul Gauguin,,https://en.wikipedia.org/wiki/Vladimir_Tretchikoff,,www.vladimirtretchikoff.com,,,,,
Viktor Lyapkalo,viktor-lyapkalo,18-Sep-56,,Russian Federation,,Russian,Kitsch,nude painting (nu),painting,,,https://en.wikipedia.org/wiki/Viktor_Lyapkalo,,www.lyapcalo.ru,,,,,
Lisa Yuskavage,lisa-yuskavage,16-May-62,,"Philadelphia, United States",,American,Fantasy Art|Kitsch,nude painting (nu),painting|drawing|printmaking,Jean-Honore Fragonard,,https://en.wikipedia.org/wiki/Lisa_Yuskavage,,yuskavage.com,,,,,"Yale School of Art (Yale University), New Haven, CT, US"
Konrad Zuse,konrad-zuse,22-Jun-10,18-Dec-95,"Berlin, Germany",Germany,German,Kitsch,,painting,,,https://en.wikipedia.org/wiki/Konrad_Zuse,,,,,,,
Vladimir Kush,vladimir-kush,"March, 1965",,,,American,,sculpture,,,,https://en.wikipedia.org/wiki/Vladimir_Kush,,www.kushfineart.com,,,,,
Alexander Shilov,alexander-shilov,6-Oct-43,,"Moscow, Russian Federation",,Russian,Kitsch,,,,,https://en.wikipedia.org/wiki/Alexander_Maxovich_Shilov,,,,,,,
Mary Jane Ansell,mary-jane-ansell,1972,,United Kingdom,,British,"Kitsch|Photorealism (Super-Realism, Hyper-Realism)",portrait,painting,,,http://maryjaneansell.com/,,maryjaneansell.com,,,,,
John Kacere,john-kacere,23-Jun-20,5-Aug-99,"Walker / Walker, United States","Cedar Rapids, United States",American,"Photorealism (Super-Realism, Hyper-Realism)|Kitsch",nude painting (nu),painting,,,https://en.wikipedia.org/wiki/John_Kacere,,,,,,,
Thomas Kinkade,thomas-kinkade,19-Jan-58,6-Apr-12,"Sacramento, California, United States","Monte Sereno, California, United States",American,Kitsch,,painting,,,https://en.wikipedia.org/wiki/Thomas_Kinkade,,,,,,,"Art Center College of Design, Pasadena, CA, US"
Glenn Brown,glenn-brown,1966,,"Hexham, Northumberland, United Kingdom",,British,Contemporary,,painting,,,https://en.wikipedia.org/wiki/Glenn_Brown_(artist),Young British Artists,,,,,,
John Currin,john-currin,1962,,"Boulder / Boulder, United States",,American,Contemporary|Contemporary Realism|Kitsch,nude painting (nu)|portrait,painting,Lucian Freud,,https://en.wikipedia.org/wiki/John_Currin,,,,,,,"Carnegie Mellon University (Carnegie Institute of Technology), Pittsburgh, PA, US|Yale School of Art (Yale University), New Haven, CT, US"
Sabin Balasa,sabin-balasa,17-Jun-32,1-Apr-08,"Dobriceni, Olt, Romania","Bucharest, Romania",Romanian,Surrealism|Kitsch,,painting,,,https://en.wikipedia.org/wiki/Sabin_B%C4%83la%C5%9Fa,,,,,,,
Andrey Shishkin,andrey-shishkin,1960,,"Москва, Russian Federation",,Russian,Kitsch,,painting,,,https://en.wikipedia.org/wiki/Andrey_Shishkin,,a-shishkin.ru,,,,,
Rolf Ohst,rolf-ohst,1952,,"Lübeck, Germany",,German,Contemporary Realism|Kitsch,,,,,http://www.rolf-ohst.de/de/index.php,,www.rolf-ohst.de,,,,,
Kexin Di,kexin-di,"c.January, 1984",,"Beijing (Pekin), China",,Chinese,Kitsch|Contemporary Realism,figurative,painting,,,https://dikexin.artron.net/,,dikexin.artron.net,,,,,
Saul Zanolari,saul-zanolari,18-Sep-77,,"Mendrisio, Switzerland",,Swiss,Digital Art,portrait|allegorical painting,digital art|painting,,,http://www.saulzanolari.com/,,www.saulzanolari.com,,,,,
Richard Lindner,richard-lindner,11-Nov-01,16-Apr-78,"Hamburg, Germany","New York , United States",German|American,Cubism,,painting|illustration,,,https://en.wikipedia.org/wiki/Richard_Lindner_(painter),,,,,,,
Bernard Buffet,bernard-buffet,10-Jul-28,4-Oct-99,"Paris, France","Tourtour, France",French,Expressionism,,painting|printmaking|drawing,,,https://en.wikipedia.org/wiki/Bernard_Buffet,L'homme Témoin,,,,,,
Walter Crane,walter-crane,"August 15, 1845",14-May-15,"Liverpool, Lancashire, United Kingdom","Horsham, West Sussex, United Kingdom",British,Arts and Crafts|Neo-Romanticism,illustration,painting|design|illustration,Edward Burne-Jones|Pre-Raphaelite Brotherhood|Sandro Botticelli,,https://en.wikipedia.org/wiki/Walter_Crane,,,,,,,
Harald Sohlberg,harald-sohlberg,"September 29, 1869",19-Jun-35,Norway,,Norwegian,Neo-Romanticism,,painting,,,https://en.wikipedia.org/wiki/Harald_Sohlberg,,,,,,,"Royal School of Art and Design of Christiania, Oslo, Norway"
Stanley Spencer,stanley-spencer,"June 30, 1891",14-Dec-59,,,British,Neo-Romanticism,,painting,Pre-Raphaelite Brotherhood,,https://en.wikipedia.org/wiki/Stanley_Spencer,New English Art Club,,Paul Nash|C. R. W. Nevinson,,,Henry Tonks,"UCL Slade School of Fine Art (University College London), London, UK"
Graham Bell,graham-bell,21-Nov-10,9-Aug-43,"Durban, South Africa","Nottinghamshire, United Kingdom",British|South African,Neo-Romanticism,,painting,,,https://en.wikipedia.org/wiki/Graham_Bell_(artist),Euston Road School,,,,,,
Ethel Léontine Gabain,ethel-leontine-gabain,"March 26, 1883",30-Jan-50,"Le Havre, France","London, United Kingdom",French|British,Neo-Romanticism,,painting|lithography,,,https://en.wikipedia.org/wiki/Ethel_L%C3%A9ontine_Gabain,,,,,,,"UCL Slade School of Fine Art (University College London), London, UK|Camberwell College of Arts (School of Arts and Crafts), London, UK"
Richard Eurich,richard-eurich,13-Mar-03,6-Jun-92,"Bradford, United Kingdom","Southampton, United Kingdom",British,Neo-Romanticism,marina|battle painting,painting,,,https://en.wikipedia.org/wiki/Richard_Eurich,,,Eric Gill|Christopher Wood,,,,
Basuki Abdullah,basuki-abdullah,25-Jan-15,5-Nov-93,,,Indonesian,Realism,,painting,,,https://en.wikipedia.org/wiki/Basuki_Abdullah,,,,,,,
Huang Yongyu,huang-yongyu,24-Aug-24,,"Fenghuang, China",,Chinese,Republic of China (1912–1949),,painting,,,https://zh.wikipedia.org/wiki/%E9%BB%83%E6%B0%B8%E7%8E%89,,,,,,,
Tsuruko Yamazaki,tsuruko-yamazaki,1925,,"Ashiya, Hyogo, Japan",,Japanese,Abstract Expressionism|Conceptual Art,,painting|installation,,,,Gutai group,,,,,,
Marcel Barbeau,marcel-barbeau,18-Feb-25,,"Montreal, Quebec, Canada",,Canadian,Abstract Expressionism|Op Art|Minimalism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Marcel_Barbeau,Les Automatistes,,,,,,
Martin Chirino,martin-chirino,1-Mar-25,,"Las Palmas de Gran Canaria, Spain",,Spanish,Abstract Expressionism,sculpture,painting|sculpture,,,https://en.wikipedia.org/wiki/Mart%C3%ADn_Chirino,,,,,,,
Manuel Cargaleiro,manuel-cargaleiro,16-Mar-27,,Portugal,,Portuguese,Abstract Expressionism,,painting,Robert Delaunay|Victor Vasarely|Max Ernst|Paul Klee,,https://en.wikipedia.org/wiki/Manuel_Cargaleiro,,,,,,,
Jasper Johns,jasper-johns,15-May-30,,"Augusta, Georgia, United States",,American,Abstract Expressionism|Neo-Dada|Pop Art,,painting|printmaking,Pablo Picasso|Lee Krasner,Andy Warhol|Edward Ruscha,https://en.wikipedia.org/wiki/Jasper_Johns,New York School,,Cy Twombly,,,,"National Academy Museum and School (National Academy of Design), New York City, NY, US"
Gerhard Richter,gerhard-richter,9-Feb-32,,"Dresden, Germany",,German,New European Painting|Abstract Art,photo|abstract,painting|photography,Caspar David Friedrich|Jackson Pollock|Lucio Fontana|Robert Rauschenberg|Andy Warhol,Ellsworth Kelly|Wolfgang Tillmans|Conceptual Art|Michel Majerus,https://en.wikipedia.org/wiki/Gerhard_Richter,Capitalist realism,www.gerhard-richter-images.de,Blinky Palermo|Sigmar Polke|Joseph Beuys|Georg Baselitz|Manfred Kuttner|Konrad Lueg,Isa Genzken,,Karl Otto Gotz,"Kunstakademie Düsseldorf, Düsseldorf, Germany|Dresden Academy of Fine Arts, Dresden, Germany"
Mark di Suvero,mark-di-suvero,18-Sep-33,,"Shanghai, China",,American,Abstract Expressionism,sculpture,sculpture,,,https://en.wikipedia.org/wiki/Mark_di_Suvero,Park Place,,,,,,
Sam Gilliam,sam-gilliam,30-Nov-33,,"Tupelo, Mississippi, United States",,American,Abstract Expressionism|Post-Painterly Abstraction,abstract,painting,,,https://en.wikipedia.org/wiki/Sam_Gilliam,Washington Color School,,,,,,
Frank Bowling,frank-bowling,29-Feb-36,,"Bartica, Guyana",,British|Guyanese,Abstract Expressionism,,painting,,,https://en.wikipedia.org/wiki/Frank_Bowling,,,,,,,
Joe Goode,joe-goode,1937,,"Oklahoma City, Oklahoma, United States",,American,Abstract Expressionism|Pop Art,cloudscape|abstract,painting|printmaking|sculpture|installation|collage,,,https://en.wikipedia.org/wiki/Joe_Goode,,,,,,,
Giorgio Cavallon,giorgio-cavallon,3-Mar-04,22-Dec-89,"Sorio, Italy","New York City, New York, United States",Italian|American,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Giorgio_Cavallon,New York School|American Abstract Artists,,Arshile Gorky,,,,"National Academy Museum and School (National Academy of Design), New York City, NY, US"
Mark Lancaster,mark-lancaster,14-May-38,,"Holmfirth, W. Yorks, United Kingdom",,British,Post-Painterly Abstraction|Pop Art,abstract,painting|printmaking|design|photography,,,https://en.wikipedia.org/wiki/Mark_Lancaster_(artist),,,,,,,
Brice Marden,brice-marden,15-Oct-38,,"Bronxville, New York, United States",,American,Abstract Expressionism|Minimalism|Abstract Art,abstract,painting|printmaking,,,https://en.wikipedia.org/wiki/Brice_Marden,,,,,,,
Willem de Kooning,willem-de-kooning,24-Apr-04,19-Mar-97,"Rotterdam, Netherlands","Long Island, New York , United States",American|Dutch,Abstract Expressionism|Abstract Art,,painting,Edward Hopper|Pablo Picasso|Chaim Soutine,Helen Frankenthaler|Cy Twombly|Lee Krasner|Ivan Eyre|Michel Majerus,https://en.wikipedia.org/wiki/Willem_de_Kooning,New York School|Irascibles|The Ten,,Jackson Pollock,,,,"Black Mountain College, Black Mountain, NC, US"
Morris Graves,morris-graves,28-Aug-10,5-May-01,"Fox Valley, Oregon, United States","Loleta, California, United States",American,Abstract Expressionism,,painting,,David Chethlahe Paladin,https://en.wikipedia.org/wiki/Morris_Graves,Northwest School,,,,,,
Ralph Rosenborg,ralph-rosenborg,1913,"October, 1992","Brooklyn, United States","Portland, Oregon, United States",American,Abstract Expressionism,,painting,,,,,,,,,,
Anne Ryan,anne-ryan,1889,1954,"Hoboken, New Jersey, United States","Morristown, New Jersey, United States",American,Abstract Expressionism,abstract,painting|printmaking|collage,,,https://en.wikipedia.org/wiki/Anne_Ryan,New York School,,,,,,
Louise Nevelson,louise-nevelson,"September 23, 1899",17-Apr-88,"Perislav, Poltava Governorate, Russian Federation","New York City, United States",American|Russian|Jewish,Abstract Expressionism,sculpture,sculpture|assemblage|collage,,,https://en.wikipedia.org/wiki/Louise_Nevelson,,,,,,,
Mark Tobey,mark-tobey,"December 11, 1890",24-Apr-76,"Centerville, Wisconsin, United States","Basel, Switzerland",American,Abstract Expressionism,abstract,painting,,David Chethlahe Paladin,https://en.wikipedia.org/wiki/Mark_Tobey,Northwest School,,,,,,"School of the Art Institute of Chicago (SAIC), Chicago, IL, US"
Noguchi Isamu,noguchi-isamu,17-Nov-04,30-Dec-88,"Los Angeles, California, United States","New York City, New York, United States",American|Japanese,Abstract Art,design|sculpture,sculpture|design|architecture,Constantin Brâncuși,,https://en.wikipedia.org/wiki/Isamu_Noguchi,,,,Luchita Hurtado,,,
Robert Motherwell,robert-motherwell,24-Jan-15,16-Jul-91,"Aberdeen, Washington, United States","Provincetown, Massachusettes, United States",American,Abstract Expressionism,abstract,painting|printmaking,Roberto Matta,Cy Twombly,https://en.wikipedia.org/wiki/Robert_Motherwell,New York School|Irascibles,,Jackson Pollock,Helen Frankenthaler,Rosemarie Beck,,"Black Mountain College, Black Mountain, NC, US"
Barnett Newman,barnett-newman,29-Jan-05,4-Jul-70,"New York City, New York, United States","New York City, New York, United States",American,Abstract Expressionism|Post-Painterly Abstraction|Abstract Art,abstract,painting,Ad Reinhardt,Charles Gibbons,https://en.wikipedia.org/wiki/Barnett_Newman,New York School|Irascibles,,Jackson Pollock,,,,"Art Students League of New York, New York City, NY, US"
Aaron Siskind,aaron-siskind,4-Dec-03,8-Feb-91,"New York City, New York, United States","Providence, Rhode Island, United States",American|Jewish,Abstract Expressionism,photo,photography,,,https://en.wikipedia.org/wiki/Aaron_Siskind,,,,,,,"Black Mountain College, Black Mountain, NC, US"
Hassan Massoudy,hassan-massoudy,1944,,"Najaf, Iraq",,French|Iraqi,Contemporary,calligraphy,painting,,,https://en.wikipedia.org/wiki/Hassan_Massoudy,,,,,,,
Aki Kuroda,aki-kuroda,4-Oct-44,,"Kyoto, Japan",,Japanese,Contemporary,,painting|printmaking|performance|installation,,,https://en.wikipedia.org/wiki/Aki_Kuroda,,,,,,,
Theodoros Stamos,theodoros-stamos,31-Dec-22,2-Feb-97,"New York City, United States",Greece,American|Greek,Abstract Expressionism,abstract,painting,,,https://en.wikipedia.org/wiki/Theodoros_Stamos,New York School|Irascibles,,,,,,"American Artists School, New York City, NY, US"
Kenzo Okada,kenzo-okada,28-Sep-02,25-Jul-82,"Yokohama, Japan","Tokyo, Japan",American|Japanese,Abstract Expressionism,,painting,,,https://en.wikipedia.org/wiki/Kenzo_Okada,,,,,,,
Edward Corbett,edward-corbett,22-Aug-19,6-Jun-71,"Chicago, Illinois, United States",,American,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Edward_Corbett_(artist),San Francisco School,,,,,,
Jean-Paul Riopelle,jean-paul-riopelle,7-Oct-23,12-Mar-02,"Montreal, Canada",Canada,Canadian,Abstract Expressionism|Art Informel|Tachisme|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Jean-Paul_Riopelle,Les Automatistes,,,,,,
Myron Stout,myron-stout,1908,1987,"Denton, Texas, United States","Provincetown, Massachusetts, United States",American,Minimalism,abstract,painting|printmaking|drawing,,,https://en.wikipedia.org/wiki/Myron_Stout,,,,,,,
William Turnbull,william-turnbull,11-Jan-22,15-Nov-12,"Dundee, Scotland, United Kingdom",,British,Abstract Expressionism|Minimalism,sculpture|abstract,painting|printmaking|sculpture,,,https://en.wikipedia.org/wiki/William_Turnbull_(artist),,williamturnbullart.com,,,,,
James Brooks,james-brooks,18-Oct-06,9-Mar-92,"St. Louis, Missouri, United States","Brookhaven, New York, United States",American,Abstract Expressionism,,painting,,,https://en.wikipedia.org/wiki/James_Brooks_(painter),New York School|Irascibles,,,,,,
Miguel Rio Branco,miguel-rio-branco,11-Dec-46,,"Las Palmas de Gran Canaria, Spain",,Brazilian,,photo,photography,,,https://en.wikipedia.org/wiki/Miguel_Rio_Branco,,miguelriobranco.com.br,,,,,
Bradley Walker Tomlin,bradley-walker-tomlin,"August 19, 1899",11-May-55,"Syracuse, New York, United States","New York, United States",American,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Bradley_Walker_Tomlin,New York School|Irascibles,,Rosemarie Beck,,,,
Sam Francis,sam-francis,25-Jun-23,4-Nov-94,"San Mateo, California, United States","Santa Monica, California, United States",American,Abstract Expressionism|Tachisme|Post-Painterly Abstraction|Abstract Art,abstract,painting|printmaking,,Charles Gibbons,https://en.wikipedia.org/wiki/Sam_Francis,,,,,,,
Jack Tworkov,jack-tworkov,1900,1982,"Biała Podlaska, Poland",,American|Polish,Abstract Expressionism|Abstract Art,abstract,painting,,,https://en.wikipedia.org/wiki/Jack_Tworkov,New York School,,Morris Louis,,,,"Black Mountain College, Black Mountain, NC, US|Art Students League of New York, New York City, NY, US"
Morris Louis,morris-louis,28-Nov-12,7-Sep-62,"Baltimore, United States","Washington, United States",American,Abstract Expressionism|Post-Painterly Abstraction,abstract,painting,Helen Frankenthaler|Joan Miro|Jackson Pollock,Frank Stella|Ellsworth Kelly|Washington Color School,https://en.wikipedia.org/wiki/Morris_Louis,Washington Color School,,Kenneth Noland|Jack Tworkov|Arshile Gorky|David Alfaro Siqueiros,,,,"Maryland Institute College of Art (MICA), Baltimore, MD, US"
Frank Lobdell,frank-lobdell,1921,2013,"Kansas City, Missouri, United States",,American,Abstract Expressionism,abstract,painting,,,https://en.wikipedia.org/wiki/Frank_Lobdell,San Francisco School,,,,,,
Norman Lewis,norman-lewis,23-Jul-09,27-Aug-79,"New York City, New York, United States","New York City, New York, United States",American,Harlem Renaissance (New Negro Movement)|Abstract Expressionism,abstract,painting|drawing,,,https://en.wikipedia.org/wiki/Norman_Lewis_(artist),,,,,,,
Cy Twombly,cy-twombly,25-Apr-28,5-Jul-11,"Lexington, Virginia, United States","Rome, Italy",American,Abstract Expressionism,abstract,painting|sculpture,Alberto Giacometti|Franz Kline|Jean Dubuffet|Jackson Pollock|Willem de Kooning|Robert Motherwell,Jean-Michel Basquiat|Francesco Clemente|Street art|Neo-Expressionism|Michel Majerus,https://en.wikipedia.org/wiki/Cy_Twombly,New York School,www.cytwombly.info,Jasper Johns|Robert Rauschenberg,,,,"National Academy Museum and School (National Academy of Design), New York City, NY, US"
